dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,index_right,geoid,distance_meters,year
160319845,2016-08-27T00:00:00.000,2016-08-27,0130,03,Southwest,0398,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,4100 S  HOOVER                       ST,,34.0093,-118.2872,,,,,2191,06037231720,297.80760519245166,2016
131411478,2013-04-21T00:00:00.000,2013-04-20,2330,14,Pacific,1452,1,310,BURGLARY,0344,40,M,W,707,GARAGE/CARPORT,AO,Adult Other,310,5200    PACIFIC                      AV,,33.9683,-118.4569,,,,,2400,06037274202,742.6550454414829,2013
141318665,2014-09-21T00:00:00.000,2014-09-21,1900,13,Newton,1385,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 1813,35,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,300 E  61ST                         ST,,33.9843,-118.2695,,,,,2250,06037239202,84.85740140398848,2014
172121570,2017-12-21T00:00:00.000,2017-12-21,1800,21,Topanga,2155,1,310,BURGLARY,0344 1402,54,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,6000    AGAPANTHUS                   PL,,34.1797,-118.6093,,,,,1706,06037135113,189.77821985856716,2017
160911902,2016-06-06T00:00:00.000,2016-06-06,0845,09,Van Nuys,0939,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,44,M,O,101,STREET,JA,Juv Arrest,745,MARY ELLEN                   AV,ERWIN                        ST,34.1831,-118.4192,,,,,1582,06037123601,146.9983277255275,2016
161900854,2016-06-12T00:00:00.000,2016-06-11,1923,19,Mission,1985,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430,20,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,230,8500    CEDROS                       AV,,34.2247,-118.4535,101,REVOLVER,,,1544,06037120106,267.64388521258536,2016
191420106,2019-09-14T00:00:00.000,2019-09-14,1630,14,Pacific,1407,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,66,F,H,103,ALLEY,IC,Invest Cont,420,3600 S  VINTON                       AV,,34.0255,-118.4063,,,,,2363,06037269907,241.7374167813373,2019
180620681,2018-09-23T00:00:00.000,2018-09-23,0220,06,Hollywood,0638,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0447,36,M,B,514,GROUP HOME,IC,Invest Cont,624,1700    TAFT                         AV,,34.1017,-118.3147,500,UNKNOWN WEAPON/OTHER WEAPON,,,1842,06037190302,356.8510379505543,2018
161425666,2016-10-11T00:00:00.000,2016-10-11,2325,14,Pacific,1468,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0302 0430 0906,22,M,H,101,STREET,IC,Invest Cont,230,11700    BRADDOCK                     DR,,33.9959,-118.4121,102,HAND GUN,998,,2402,06037275102,196.35344520149758,2016
172114828,2017-08-04T00:00:00.000,2017-08-04,1244,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,404,DEPARTMENT STORE,AA,Adult Arrest,442,6600    FALLBROOK                    AV,,34.1883,-118.6274,,,,,1709,06037135201,163.40300002650233,2017
181909430,2018-04-15T00:00:00.000,2018-04-15,0100,19,Mission,1936,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,29,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,11400    AMBOY                        AV,,34.2767,-118.4477,500,UNKNOWN WEAPON/OTHER WEAPON,,,1458,06037109500,428.6644639690326,2018
152113856,2015-08-06T00:00:00.000,2015-08-06,1440,21,Topanga,2158,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,27,M,X,250,COMPUTER SERVICES/REPAIRS/SALES,IC,Invest Cont,442,6100    CANOGA                       AV,,34.1805,-118.5975,,,,,1708,06037135116,555.0390446574502,2015
171307597,2017-03-01T00:00:00.000,2017-02-28,2000,13,Newton,1361,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,47,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,300 W  48TH                         ST,,33.9992,-118.2783,,,,,2194,06037231902,182.88369384895915,2017
131612067,2013-07-20T00:00:00.000,2013-07-20,2145,16,Foothill,1606,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 1251 0416 0444 0553,15,M,O,101,STREET,IC,Invest Cont,627,ELDRIDGE,LAUREL CANYON                BL,34.2795,-118.3791,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1403,06037104124,160.5173026216609,2013
160808969,2016-04-18T00:00:00.000,2016-04-11,2100,08,West LA,0897,1,480,BIKE - STOLEN,0344 1414,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,3100    BAGLEY                       AV,,34.0337,-118.395,,,,,2359,06037269800,234.86952818373786,2016
171109305,2017-04-21T00:00:00.000,2017-04-20,2215,11,Northeast,1143,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,25,M,H,707,GARAGE/CARPORT,IC,Invest Cont,420,4300    RUSSELL                      AV,,34.1045,-118.283,,,,,1892,06037195202,412.58771740842235,2017
161012712,2016-07-15T00:00:00.000,2016-07-14,2300,10,West Valley,1012,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0419 0416 1240 1414 1814,27,F,H,101,STREET,AA,Adult Arrest,626,18700    COVELLO                      ST,,34.2075,-118.5411,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1652,06037131023,354.62189017138945,2016
160719627,2016-12-28T00:00:00.000,2016-12-22,1900,07,Wilshire,0724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,H,415,THE GROVE,IC,Invest Cont,440,100    THE GROVE                    DR,,34.0761,-118.3563,,,,,2070,06037214400,250.06754827123348,2016
130309122,2013-03-25T00:00:00.000,2013-03-15,1200,03,Southwest,0358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344,19,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,440,1000 W  34TH                         ST,,34.0243,-118.2876,,,,,2136,06037221900,291.70544679604984,2013
190215765,2019-08-02T00:00:00.000,2019-01-01,0900,02,Rampart,0204,2,354,THEFT OF IDENTITY,1822 0100 0928,29,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,900    MALTMAN                      AV,,34.0853,-118.2804,,,,,1903,06037195902,189.1133369873398,2019
150315141,2015-06-22T00:00:00.000,2013-05-01,1200,03,Southwest,0312,2,354,THEFT OF IDENTITY,1822,43,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,2700    ALSACE                       AV,,34.0316,-118.3557,,,,,2116,06037219800,254.21836850015603,2013
161720209,2016-11-26T00:00:00.000,2016-11-24,1000,17,Devonshire,1776,1,310,BURGLARY,1202 0344 0352 1606,86,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,16800    HALSTED                      ST,,34.2445,-118.4981,,,,,1514,06037117302,632.4421503359151,2016
161405988,2016-01-30T00:00:00.000,2016-01-30,0915,14,Pacific,1445,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,AA,Adult Arrest,510,12700    CASWELL                      AV,,33.9988,-118.436,,,,,2385,06037272201,212.01493257220355,2016
150215397,2015-08-01T00:00:00.000,2015-07-30,2300,02,Rampart,0269,1,330,BURGLARY FROM VEHICLE,0344 1609,29,M,W,101,STREET,IC,Invest Cont,330,VALENCIA,CAMBRIA                      ST,34.0523,-118.2699,,,,,2012,06037209300,234.74564185560092,2015
191408434,2019-03-14T00:00:00.000,2019-03-06,0800,14,Pacific,1485,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,AA,Adult Arrest,510,6400 W  86TH                         PL,,33.9593,-118.3988,,,,,2426,06037278001,161.82375616598793,2019
152020003,2015-12-05T00:00:00.000,2015-12-05,2210,20,Olympic,2049,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1814,0,M,O,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,740,ELDEN,SAN MARINO,34.0564,-118.2879,,,,,2044,06037212202,9.88166907302188,2015
171912486,2017-06-02T00:00:00.000,2017-06-02,0300,19,Mission,1987,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,AO,Adult Other,510,SEPULVEDA                    BL,ROSCOE,34.2269,-118.4394,,,,,1537,06037119900,234.60986821160927,2017
181823638,2018-12-06T00:00:00.000,2018-12-06,1620,18,Southeast,1842,1,330,BURGLARY FROM VEHICLE,2004 1822 0344 1607 1300 1606,25,M,H,101,STREET,AA,Adult Arrest,330,11000 S  MAIN                         ST,,33.9357,-118.2739,,,,,2278,06037241120,264.3481164468997,2018
171508250,2017-03-13T00:00:00.000,2017-03-13,1100,15,N Hollywood,1513,1,310,BURGLARY,0344 0352 1602,37,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,12600    VANOWEN                      ST,,34.194,-118.4072,,,,,1577,06037123304,135.82866180483464,2017
170518663,2017-11-14T00:00:00.000,2017-11-14,0805,05,Harbor,0521,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,1700 N  GAFFEY                       ST,,33.7601,-118.2928,,,,,2461,06037295103,1038.333843654315,2017
130718394,2013-12-08T00:00:00.000,2013-12-07,1000,07,Wilshire,0735,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,440,5500    WILSHIRE                     BL,,34.0623,-118.3483,,,,,2084,06037216201,229.04760666846104,2013
180413088,2018-07-28T00:00:00.000,2018-07-28,0900,04,Hollenbeck,0479,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,I,104,DRIVEWAY,IC,Invest Cont,440,600    ESPERANZA                    ST,,34.0287,-118.1941,,,,,1957,06037204910,411.17337880767246,2018
141709327,2014-05-03T00:00:00.000,2014-05-01,1000,17,Devonshire,1717,1,310,BURGLARY,0344 1607 1402,51,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,16400    MCKEEVER                     ST,,34.2746,-118.4897,,,998,,1442,06037106646,674.825806625236,2014
151706467,2015-02-22T00:00:00.000,2015-02-22,1830,17,Devonshire,1793,2,888,TRESPASSING,0906 1501,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",JA,Juv Arrest,888,19000    BRYANT                       ST,,34.2272,-118.5471,,,,,1505,06037115302,272.0536326035943,2015
161412905,2016-05-02T00:00:00.000,2016-05-01,2215,14,Pacific,1456,2,624,BATTERY - SIMPLE ASSAULT,0416,38,M,B,203,OTHER BUSINESS,IC,Invest Cont,624,12300    CULVER                       BL,,33.992,-118.4206,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2404,06037275311,436.4180438004487,2016
191417379,2019-08-02T00:00:00.000,2019-06-26,1600,14,Pacific,1443,1,310,BURGLARY,1608 1606,50,F,O,221,PUBLIC STORAGE,IC,Invest Cont,310,600    VENICE                       BL,,33.9896,-118.4618,,,,,2395,06037273600,475.90779040761,2019
150811793,2015-07-06T00:00:00.000,2015-06-26,0003,08,West LA,0887,2,354,THEFT OF IDENTITY,0100 0928,42,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,9400    CATTARAUGUS                  AV,,34.0362,-118.394,,,,,2359,06037269800,524.5060428598731,2015
171019453,2017-12-04T00:00:00.000,2017-11-30,0900,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,7400    VALJEAN                      AV,,34.2077,-118.4912,,,,,3848,06037980008,791.5099858275881,2017
192107659,2019-03-23T00:00:00.000,2019-03-23,1750,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0429 1817,34,M,W,102,SIDEWALK,AO,Adult Other,624,6300    CANOGA                       AV,,34.1829,-118.5975,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1708,06037135116,314.9829406310919,2019
151206872,2015-02-12T00:00:00.000,2015-02-12,1100,12,77th Street,1255,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1400 W  78TH                         ST,,33.9691,-118.3003,,,,,2241,06037237800,309.97827296244327,2015
191223085,2019-09-20T00:00:00.000,2019-09-20,0315,12,77th Street,1257,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,745,800 W  78TH                         ST,,33.9688,-118.2871,308,STICK,,,2240,06037237720,158.2258959727516,2019
141115280,2014-08-19T00:00:00.000,2014-08-19,1800,11,Northeast,1149,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 1258,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,930,100 S  AVENUE 55,,34.108,-118.1961,,,,,1793,06037183810,228.66591677559813,2014
150325482,2015-11-29T00:00:00.000,2015-11-28,1830,03,Southwest,0363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0352,0,F,B,406,OTHER STORE,IC,Invest Cont,442,4100    CRENSHAW                     BL,,34.0126,-118.3403,,,,,2223,06037236101,251.1729072133251,2015
181118123,2018-10-17T00:00:00.000,2018-09-24,1600,11,Northeast,1136,2,354,THEFT OF IDENTITY,0929 0923 0935 1822 1202,80,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4400    EAGLE ROCK                   BL,,34.1241,-118.2208,,,,,1803,06037186201,194.22067218717845,2018
150316265,2015-07-13T00:00:00.000,2015-07-13,1740,03,Southwest,0363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,33,M,B,406,OTHER STORE,IC,Invest Cont,442,3600 W  MARTIN LUTHER KING JR        BL,,34.011,-118.3351,,,,,2210,06037234301,503.59153598549557,2015
192006881,2019-02-28T00:00:00.000,2019-02-02,1200,20,Olympic,2055,1,310,BURGLARY,1610 0358 0344 0329 1202 2046,72,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,2800 W  OLYMPIC                      BL,,34.0527,-118.2963,,,,,2064,06037213310,296.30894421292527,2019
180612681,2018-05-24T00:00:00.000,2018-05-24,0600,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,1609 0344,27,M,B,707,GARAGE/CARPORT,IC,Invest Cont,330,1500    VINE                         ST,,34.0987,-118.3337,,,,,1848,06037190701,237.0486244366425,2018
181223025,2018-09-18T00:00:00.000,2018-09-17,1900,12,77th Street,1245,1,310,BURGLARY,0216 1601 1607 1402 0344,0,X,X,248,CELL PHONE STORE,IC,Invest Cont,310,6200 S  VERMONT                      AV,,33.9751,-118.2918,500,UNKNOWN WEAPON/OTHER WEAPON,,,2235,06037237401,489.27126119807434,2018
160413573,2016-08-10T00:00:00.000,2016-08-10,0600,04,Hollenbeck,0499,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,3500    UNION PACIFIC                AV,,34.0166,-118.2028,,,,,1958,06037204920,596.1357557140467,2016
140417123,2014-11-21T00:00:00.000,2014-11-20,1900,04,Hollenbeck,0449,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0605,34,M,H,101,STREET,IC,Invest Cont,740,1000    DUNDAS                       ST,,34.0497,-118.1961,,,,,1938,06037203200,316.4883481892736,2014
192105074,2019-01-24T00:00:00.000,2019-01-24,1355,21,Topanga,2125,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0321 0344,48,M,B,108,PARKING LOT,IC,Invest Cont,420,7800    TOPANGA CANYON               BL,,34.2123,-118.606,,,,,1687,06037134306,303.36309559489973,2019
191517311,2019-09-12T00:00:00.000,2019-09-10,1700,15,N Hollywood,1581,1,330,BURGLARY FROM VEHICLE,0344 1300,35,F,W,101,STREET,IC,Invest Cont,330,4100    BELLINGHAM                   AV,,34.1449,-118.3987,,,,,1763,06037143500,860.9061106832762,2019
161614351,2016-09-24T00:00:00.000,2016-09-12,1130,16,Foothill,1606,1,330,BURGLARY FROM VEHICLE,0344 0321 1300,56,F,B,101,STREET,IC,Invest Cont,330,11500    LEXICON                      AV,,34.2788,-118.3793,,,,,1403,06037104124,218.14889366647483,2016
170717083,2017-10-17T00:00:00.000,2017-10-16,1600,07,Wilshire,0706,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100,0,M,X,203,OTHER BUSINESS,IC,Invest Cont,753,7000    MELROSE                      AV,,34.0835,-118.3428,102,HAND GUN,,,1872,06037191902,318.75386442344296,2017
170717523,2017-10-25T00:00:00.000,2017-10-23,2015,07,Wilshire,0774,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,O,203,OTHER BUSINESS,IC,Invest Cont,442,1800 S  LA BREA                      AV,,34.0424,-118.3467,,,,,2101,06037218210,388.52901360357924,2017
172017662,2017-09-22T00:00:00.000,2017-09-22,0800,20,Olympic,2093,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 0416 0429 0408 0448 0417,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236,1900 S  HOBART                       BL,,34.04,-118.3057,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2129,06037221402,323.33430749707384,2017
170221415,2017-12-01T00:00:00.000,2017-11-29,1900,02,Rampart,0235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,49,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,CARONDELET,BEVERLY                      BL,34.0687,-118.275,,,,,1996,06037208502,245.82681698067756,2017
170910868,2017-05-13T00:00:00.000,2017-05-12,1530,09,Van Nuys,0937,1,330,BURGLARY FROM VEHICLE,0344 0329,34,F,H,108,PARKING LOT,IC,Invest Cont,330,13800    BESSEMER                     ST,,34.1812,-118.4334,,,,,1638,06037128220,342.20749660724834,2017
161906797,2016-02-19T00:00:00.000,2016-02-18,1900,19,Mission,1972,1,330,BURGLARY FROM VEHICLE,0344,43,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,9000    COLUMBUS                     AV,,34.2337,-118.4654,,,,,1520,06037117510,203.40605613435898,2016
151807653,2015-03-05T00:00:00.000,2015-03-03,1900,18,Southeast,1821,2,624,BATTERY - SIMPLE ASSAULT,0408 1309 0913 0410 0416,48,F,B,505,MOTEL,IC,Invest Cont,624,FIGUEROA                     ST,CENTURY                      BL,33.9456,-118.2826,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2268,06037240402,308.8478422563777,2015
141614058,2014-09-25T00:00:00.000,2014-09-25,1900,16,Foothill,1623,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0552,21,F,B,101,STREET,AO,Adult Other,624,11100    DE HAVEN                     AV,,34.272,-118.4113,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1401,06037104105,587.0406220162799,2014
172112251,2017-06-16T00:00:00.000,2017-06-16,1600,21,Topanga,2129,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,25,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,19700    ARMINTA                      ST,,34.2132,-118.5623,,,,,1679,06037134101,463.99614480665036,2017
181804541,2018-01-10T00:00:00.000,2018-01-06,1200,18,Southeast,1832,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,10400    WALL                         ST,,33.942,-118.2717,,,,,2277,06037241110,536.4122027673334,2018
170720154,2017-12-20T00:00:00.000,2017-12-20,0700,07,Wilshire,0774,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1800    ALSACE                       AV,,34.0435,-118.3508,,,,,2103,06037218300,343.0104058823625,2017
181506330,2018-02-14T00:00:00.000,2018-02-13,2000,15,N Hollywood,1545,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,45,F,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,11900    ALBERS                       ST,,34.1704,-118.3921,,,,,1603,06037125101,256.0643422464103,2018
171012105,2017-06-23T00:00:00.000,2017-06-23,1200,10,West Valley,1065,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1803 1236,68,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,341,5100    YARMOUTH                     AV,,34.1629,-118.5202,,,,,1734,06037139504,474.01329292755304,2017
131120684,2013-11-25T00:00:00.000,2013-11-25,1830,11,Northeast,1172,1,330,BURGLARY FROM VEHICLE,1822 0344 1606,18,M,H,108,PARKING LOT,IC,Invest Cont,330,1500 N  ALVARADO                     ST,,34.0822,-118.2607,,,,,1908,06037197420,350.3043628296099,2013
140321647,2014-10-14T00:00:00.000,2014-10-13,0100,03,Southwest,0361,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,45,M,B,103,ALLEY,IC,Invest Cont,624,4000    URSULA                       AV,,34.0149,-118.3524,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2227,06037236205,91.07108752000627,2014
130817816,2013-12-16T00:00:00.000,2013-12-16,0515,08,West LA,0817,1,310,BURGLARY,0344 0358 1607,12,X,X,406,OTHER STORE,IC,Invest Cont,310,10900    KINROSS                      AV,,34.0608,-118.4456,,,,,2319,06037265204,239.19239856513158,2013
161822352,2016-12-04T00:00:00.000,2016-12-04,1530,18,Southeast,1803,2,624,BATTERY - SIMPLE ASSAULT,0917 0601 1802 0913 0305 0416 0445,34,M,H,102,SIDEWALK,IC,Invest Cont,624,8600    METTLER                      ST,,33.9601,-118.2666,500,UNKNOWN WEAPON/OTHER WEAPON,,,2262,06037240010,419.7492398019799,2016
161012310,2016-07-06T00:00:00.000,2016-07-06,0900,10,West Valley,1008,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1814,29,M,H,203,OTHER BUSINESS,AO,Adult Other,626,6900    VALJEAN                      AV,,34.2077,-118.4912,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,3848,06037980008,791.5099858275881,2016
161606993,2016-03-16T00:00:00.000,2016-03-14,2300,16,Foothill,1698,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,WHEATLAND,SAN FERNANDO                 RD,34.2148,-118.3618,,,,,1564,06037122200,364.22382419541225,2016
140222424,2014-12-18T00:00:00.000,2014-11-12,1410,02,Rampart,0256,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,51,M,W,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",IC,Invest Cont,649,1600    WILSHIRE                     BL,,34.0554,-118.2702,,,,,2003,06037208902,279.71055732692014,2014
190712034,2019-06-12T00:00:00.000,2019-06-12,0645,07,Wilshire,0773,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,VENICE                       BL,CURSON,34.0434,-118.3621,,,,,2092,06037216901,504.4332908823936,2019
191700607,2019-03-30T00:00:00.000,2019-03-29,1945,17,Devonshire,1752,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 1307 1202,29,M,H,101,STREET,IC,Invest Cont,740,21200    LASSEN                       ST,,34.2536,-118.5913,,,998,,1490,06037113323,54.78231709148281,2019
170613559,2017-06-08T00:00:00.000,2017-06-07,1900,06,Hollywood,0636,1,310,BURGLARY,1601 0352,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1800    WILCOX                       AV,,34.1039,-118.3311,,,,,1840,06037190201,108.9068394676914,2017
180214709,2018-07-09T00:00:00.000,2018-07-09,1613,02,Rampart,0299,2,624,BATTERY - SIMPLE ASSAULT,1300 0416 0446 0419 1822 0443,21,M,H,108,PARKING LOT,IC,Invest Cont,624,1500 W  PICO                         BL,,34.0439,-118.2752,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2146,06037224200,306.4229329785555,2018
190324836,2019-11-18T00:00:00.000,2019-11-09,1800,03,Southwest,0392,2,354,THEFT OF IDENTITY,0930 1822 1202 0100,91,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4600    10TH                         AV,,34.0019,-118.3281,,,,,2213,06037234502,364.646718330031,2019
190110870,2019-04-10T00:00:00.000,2019-04-06,2330,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1609,26,M,H,108,PARKING LOT,IC,Invest Cont,330,4TH                          ST,HEWITT                       ST,34.0436,-118.2354,,,,,1965,06037206052,329.71589703453634,2019
162009438,2016-04-20T00:00:00.000,2016-04-20,0900,20,Olympic,2036,2,354,THEFT OF IDENTITY,0100 0922 1253,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,3100 W  7TH                          ST,,34.0598,-118.2916,,,,,2045,06037212203,106.63796917216426,2016
181020490,2018-12-28T00:00:00.000,2018-12-28,1255,10,West Valley,1039,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325,0,M,O,402,MARKET,IC,Invest Cont,442,16100    VICTORY                      BL,,34.1903,-118.48,,,,,1626,06037127606,191.03634302261753,2018
162020045,2016-11-23T00:00:00.000,2016-11-23,0900,20,Olympic,2001,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 2004 0443,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,930,300 N  PLYMOUTH                     BL,,34.0762,-118.3206,511,VERBAL THREAT,998,,1876,06037192410,518.6226115497378,2016
180223224,2018-11-23T00:00:00.000,2018-11-23,0400,02,Rampart,0204,1,310,BURGLARY,0344 0397 1602,55,F,W,120,STORAGE SHED,IC,Invest Cont,310,1400    LUCILE                       AV,,34.0885,-118.2804,,,,,1902,06037195901,197.03368859969572,2018
170317589,2017-07-21T00:00:00.000,2017-07-20,1945,03,Southwest,0325,1,480,BIKE - STOLEN,0344 1251,19,F,O,203,OTHER BUSINESS,IC,Invest Cont,480,2600 S  VERMONT                      AV,,34.0328,-118.2915,,,,,2134,06037221810,257.7557286241164,2017
141714188,2014-08-25T00:00:00.000,2014-08-25,1900,17,Devonshire,1756,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 0602,72,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,10100    GENESTA                      AV,,34.2539,-118.5047,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1473,06037111401,788.4562810204969,2014
180115336,2018-06-04T00:00:00.000,2018-06-04,0500,01,Central,0158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,6TH                          ST,STANFORD,34.0403,-118.2421,,,,,1972,06037206303,101.53717950560969,2018
