dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_to_centroid
181612801,2018-08-10T00:00:00.000,2018-08-10T00:00:00.000,1230,16,Foothill,1643,2,940,EXTORTION,0418,64,F,H,406,OTHER STORE,IC,Invest Cont,940,10200    TELFAIR                      AV,,34.2554,-118.4169,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037104610,0.005783631558110569
151006737,2015-03-09T00:00:00.000,2015-03-08T00:00:00.000,1250,10,West Valley,1065,2,354,THEFT OF IDENTITY,0377 0929 1822 0930,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,5300    NEWCASTLE                    AV,,34.1667,-118.5243,,,,,06037139505,0.0015840839624251836
160405361,2016-02-01T00:00:00.000,2016-02-01T00:00:00.000,0600,04,Hollenbeck,0479,1,330,BURGLARY FROM VEHICLE,1302 0344,74,F,H,101,STREET,IC,Invest Cont,330,3600    PERCY                        ST,,34.0267,-118.1954,,,,,06037204910,0.0014834075636773866
140211450,2014-05-25T00:00:00.000,2014-05-24T00:00:00.000,2330,02,Rampart,0285,2,900,VIOLATION OF COURT ORDER,0906 1816 0432,0,M,H,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,900,1900 W  PICO                         BL,,34.0462,-118.2802,,,,,06037209820,0.002397114306821852
191611568,2019-07-16T00:00:00.000,2019-07-16T00:00:00.000,0800,16,Foothill,1687,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,39,M,W,101,STREET,IC,Invest Cont,331,8000    SAN FERNANDO                 RD,,34.2252,-118.3779,,,,,06037122122,0.00891903610262652
131819095,2013-11-20T00:00:00.000,2013-11-20T00:00:00.000,1130,18,Southeast,1842,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,20,F,B,124,BUS STOP,IC,Invest Cont,624,108TH,BROADWAY,33.9383,-118.2781,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037241120,0.0023914817582325414
180126364,2018-10-18T00:00:00.000,2018-10-17T00:00:00.000,0830,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0447 0329,35,F,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,600 W  6TH                          ST,,34.0488,-118.2553,,,,,06037207712,0.003229774759949103
140409811,2014-05-30T00:00:00.000,2014-05-30T00:00:00.000,1700,04,Hollenbeck,0499,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,3600 E  OLYMPIC                      BL,,34.0188,-118.201,,,,,06037204920,0.003612634080548768
131115412,2013-08-08T00:00:00.000,2013-08-08T00:00:00.000,0825,11,Northeast,1151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33,M,W,701,HOSPITAL,IC,Invest Cont,341,1500 N  EDGEMONT                     ST,,34.0982,-118.2961,,,,,06037191201,0.001067970037031964
152018726,2015-11-07T00:00:00.000,2015-11-07T00:00:00.000,0340,20,Olympic,2019,1,210,ROBBERY,0334 0355 0400 0344 0346 0432,41,M,H,124,BUS STOP,IC,Invest Cont,210,VERMONT                      AV,BEVERLY                      BL,34.0763,-118.2917,204,FOLDING KNIFE,,,06037211202,0.0030002828199974306
191604816,2019-01-23T00:00:00.000,2019-01-21T00:00:00.000,1400,16,Foothill,1623,2,662,"BUNCO, GRAND THEFT",0701 1900,21,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,13000    CARL                         PL,,34.2668,-118.4153,,,,,06037104701,0.001350681679740585
160616229,2016-07-15T00:00:00.000,2016-07-15T00:00:00.000,1500,06,Hollywood,0667,2,624,BATTERY - SIMPLE ASSAULT,0400 0429 0448,22,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,6000    FOUNTAIN                     AV,,34.0944,-118.3201,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190902,0.0012470256613251831
171824234,2017-12-14T00:00:00.000,2017-12-14T00:00:00.000,0945,18,Southeast,1844,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 1814,34,F,B,102,SIDEWALK,AO,Adult Other,626,10800    AVALON                       BL,,33.9345,-118.2623,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037240902,0.0024124238848161656
190611619,2019-05-12T00:00:00.000,2019-05-12T00:00:00.000,1200,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,0344 1609 0329,48,M,H,101,STREET,IC,Invest Cont,330,6700    DE LONGPRE                   AV,,34.0962,-118.3366,,,,,06037190702,0.0007746670252456983
161720008,2016-11-21T00:00:00.000,2016-11-21T00:00:00.000,2200,17,Devonshire,1762,1,210,ROBBERY,0446 1601 1251 0344 0416 1501 1822 1259,15,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,210,9800    DE SOTO                      AV,,34.2482,-118.5886,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037113324,0.005041538257320214
161516953,2016-08-22T00:00:00.000,2016-08-17T00:00:00.000,0800,15,N Hollywood,1555,2,354,THEFT OF IDENTITY,1822 0928,41,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,11200    LA MAIDA                     ST,,34.1584,-118.3746,,,,,06037125402,0.00032830625945722035
151617681,2015-12-30T00:00:00.000,2015-11-01T00:00:00.000,1200,16,Foothill,1623,2,354,THEFT OF IDENTITY,0100 0930 1822,62,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,11000    DE HAVEN                     AV,,34.2701,-118.4094,,,,,06037104105,0.005984025484576298
150814758,2015-09-08T00:00:00.000,2015-07-06T00:00:00.000,1432,08,West LA,0892,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0344 0325,0,X,X,203,OTHER BUSINESS,AO,Adult Other,653,11400    GATEWAY                      BL,,34.0338,-118.4417,,,,,06037271200,0.0018966056522110248
162113871,2016-07-29T00:00:00.000,2016-07-26T00:00:00.000,1200,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,M,X,404,DEPARTMENT STORE,IC,Invest Cont,442,6700    TOPANGA CANYON               BL,,34.1926,-118.6059,,,,,06037135111,0.004413703433619209
180414420,2018-09-04T00:00:00.000,2018-09-04T00:00:00.000,1600,04,Hollenbeck,0416,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,2400    THOMAS                       ST,,34.0738,-118.2052,,,,,06037199120,0.004124628468122894
140404519,2014-01-14T00:00:00.000,2014-01-14T00:00:00.000,0400,04,Hollenbeck,0429,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0429 0408 0400,25,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,3600    PATIO                        PL,,34.0869,-118.1666,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037201501,0.0014814155392708429
140512707,2014-07-30T00:00:00.000,2014-07-30T00:00:00.000,1930,05,Harbor,0515,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0360 0416 0401,35,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,930,800 W  SANDISON                     ST,,33.7929,-118.272,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037294200,0.0035701439746921686
161914860,2016-07-15T00:00:00.000,2016-07-13T00:00:00.000,2100,19,Mission,1924,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,37,F,H,101,STREET,IC,Invest Cont,740,12200    SAN FERNANDO                 RD,,34.2918,-118.4506,,,,,06037106648,0.004872059318198649
171010141,2017-05-10T00:00:00.000,2017-05-10T00:00:00.000,1420,10,West Valley,1031,1,310,BURGLARY,1414 1403 1609 0344 0352 0321,58,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,6300    BOVEY                        AV,,34.1842,-118.5603,,,,,06037134901,0.0027696615316735113
140128063,2014-12-30T00:00:00.000,2014-12-29T00:00:00.000,2220,01,Central,0182,1,510,VEHICLE - STOLEN,1606 0330 1402 2004,44,F,B,108,PARKING LOT,AA,Adult Arrest,510,1100 S  HOPE                         ST,,34.0423,-118.2631,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037207901,0.0012925405216136303
181304211,2018-01-04T00:00:00.000,2018-01-04T00:00:00.000,1310,13,Newton,1309,1,210,ROBBERY,0344 1221 0352,61,M,H,102,SIDEWALK,AA,Adult Arrest,210,SANTA FE                     AV,OLYMPIC                      BL,34.0256,-118.2299,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206051,0.010874148150548803
181610613,2018-06-15T00:00:00.000,2018-06-13T00:00:00.000,1100,16,Foothill,1613,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32,F,H,104,DRIVEWAY,IC,Invest Cont,440,11100    GLENOAKS                     BL,,34.2717,-118.4096,,,,,06037104105,0.004858534861455415
182019851,2018-11-02T00:00:00.000,2018-11-01T00:00:00.000,1700,20,Olympic,2042,1,330,BURGLARY FROM VEHICLE,0377 1402 1307 1609 1221 0344 0358 0352,28,F,H,101,STREET,IC,Invest Cont,330,900 S  WILTON                       PL,,34.0559,-118.3142,,,998,,06037212620,0.001673196043505309
161720544,2016-12-03T00:00:00.000,2016-12-03T00:00:00.000,1750,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0906 0325,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,9300    TAMPA                        AV,,34.244,-118.5583,,,,,06037113301,0.0010301223228360592
180116358,2018-06-17T00:00:00.000,2018-06-15T00:00:00.000,1630,01,Central,0139,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,43,F,A,101,STREET,IC,Invest Cont,330,100 S  ALAMEDA                      ST,,34.049,-118.2381,,,,,06037206052,0.004246973628359896
161011813,2016-06-21T00:00:00.000,2016-06-20T00:00:00.000,0001,10,West Valley,1004,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377,43,F,W,104,DRIVEWAY,IC,Invest Cont,420,18300    INGOMAR                      ST,,34.212,-118.5317,,,,,06037131400,0.002189624853711477
151710017,2015-05-06T00:00:00.000,2015-05-04T00:00:00.000,1900,17,Devonshire,1799,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,8500    GLORIA                       AV,,34.2248,-118.4809,,,,,06037117404,0.003552166662755952
191212583,2019-04-30T00:00:00.000,2019-04-30T00:00:00.000,0645,12,77th Street,1256,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0446 0448 0334,50,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,7300 S  FIGUEROA                     ST,,33.9737,-118.2827,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037237710,0.004072122296781141
160606823,2016-02-16T00:00:00.000,2016-02-16T00:00:00.000,0830,06,Hollywood,0636,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0448 1814,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190202,0.002271764952629286
180906340,2018-02-14T00:00:00.000,2018-02-08T00:00:00.000,1900,09,Van Nuys,0933,2,354,THEFT OF IDENTITY,0930 1822,47,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,14600    DELANO                       ST,,34.1827,-118.4509,,,,,06037128303,0.002291593550339042
180916676,2018-08-28T00:00:00.000,2018-08-23T00:00:00.000,0930,09,Van Nuys,0989,2,661,UNAUTHORIZED COMPUTER ACCESS,1822,44,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,661,13900    MOORPARK                     ST,,34.1504,-118.4355,,,,,06037141102,0.002839109719614202
181815346,2018-07-17T00:00:00.000,2018-07-09T00:00:00.000,2040,18,Southeast,1821,1,210,ROBBERY,0344 1223 0400,27,M,H,102,SIDEWALK,IC,Invest Cont,210,96TH,FIGUEROA,33.9467,-118.2871,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037240402,0.002492293923276345
161514394,2016-07-07T00:00:00.000,2016-07-07T00:00:00.000,0215,15,N Hollywood,1538,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,5700    ELMER                        AV,,34.174,-118.3763,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037124204,0.001668029975744931
151108325,2015-03-29T00:00:00.000,2015-03-28T00:00:00.000,2010,11,Northeast,1152,2,624,BATTERY - SIMPLE ASSAULT,0400,28,M,W,102,SIDEWALK,AO,Adult Other,624,1500    TALMADGE                     ST,,34.0982,-118.283,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037195300,0.0016805870997947433
141305435,2014-01-25T00:00:00.000,2014-01-25T00:00:00.000,0215,13,Newton,1351,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1100,73,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,200 W  43RD                         ST,,34.0056,-118.2762,,,,,06037231800,0.00221924784555176
140414686,2014-09-26T00:00:00.000,2014-09-23T00:00:00.000,1500,04,Hollenbeck,0412,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,341,3100    ARTESIAN                     ST,,34.082,-118.2172,,,,,06037199002,0.0007757609167723279
161517475,2016-08-31T00:00:00.000,2016-08-17T00:00:00.000,1000,15,N Hollywood,1591,2,354,THEFT OF IDENTITY,1822 0929 0930 0928,62,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,3700    GOODLAND                     AV,,34.1379,-118.4069,,,,,06037143901,0.009561539729553632
130625051,2013-11-14T00:00:00.000,2013-11-14T00:00:00.000,0215,06,Hollywood,0636,2,624,BATTERY - SIMPLE ASSAULT,0416,24,M,O,102,SIDEWALK,AO,Adult Other,624,HOLLYWOOD                    BL,LAS PALMAS                   AV,34.1016,-118.3361,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190202,0.002271764952629286
141409118,2014-03-09T00:00:00.000,2014-03-08T00:00:00.000,1600,14,Pacific,1431,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,M,A,710,OTHER PREMISE,IC,Invest Cont,341,OCEAN FRONT                  WK,VENICE                       BL,33.9843,-118.4713,,,,,06037273502,0.004154864618734221
160606562,2016-02-11T00:00:00.000,2015-12-29T00:00:00.000,1200,06,Hollywood,0628,2,354,THEFT OF IDENTITY,0377,25,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,2200 N  BEACHWOOD                    DR,,34.1101,-118.3215,,,,,06037189501,0.0025817445652200127
131321320,2013-11-11T00:00:00.000,2013-11-08T00:00:00.000,0700,13,Newton,1343,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,3700    AVALON                       BL,,34.0128,-118.2653,,,,,06037228310,0.0037709229639404035
170106187,2017-02-05T00:00:00.000,2017-02-05T00:00:00.000,0800,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1402 1602 0411,24,M,B,102,SIDEWALK,AA,Adult Arrest,230,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,200,KNIFE WITH BLADE 6INCHES OR LESS,998,,06037206301,0.0014113628165758664
130800515,2013-01-05T00:00:00.000,2013-01-05T00:00:00.000,0850,08,West LA,0857,2,946,OTHER MISCELLANEOUS CRIME,1300 1402,47,F,O,123,PARKING UNDERGROUND/BUILDING,AA,Adult Arrest,946,9500    ALCOTT                       ST,,34.0543,-118.3953,,,998,,06037269100,0.0012462816696109222
160709465,2016-05-05T00:00:00.000,2016-05-05T00:00:00.000,0035,07,Wilshire,0702,2,624,BATTERY - SIMPLE ASSAULT,1414,26,F,W,101,STREET,AO,Adult Other,624,MARTEL                       AV,MELROSE                      AV,34.0836,-118.3511,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037192002,0.003952518184649494
191716822,2019-10-14T00:00:00.000,2019-09-04T00:00:00.000,1600,17,Devonshire,1767,2,624,BATTERY - SIMPLE ASSAULT,0913 2003 0416 0561,60,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,9700    RATHBURN                     AV,,34.2464,-118.5333,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037115203,0.001730138722761488
170127522,2017-10-22T00:00:00.000,2017-10-10T00:00:00.000,1000,01,Central,0157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1814,30,F,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,440,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,,,,,06037206302,0.0021593862553915483
152004070,2015-01-02T00:00:00.000,2015-01-02T00:00:00.000,0100,20,Olympic,2088,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 2002 0555,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,1800    MENLO                        AV,,34.0411,-118.2906,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037221120,0.0026140185538723647
172015842,2017-08-19T00:00:00.000,2017-08-18T00:00:00.000,2130,20,Olympic,2097,1,330,BURGLARY FROM VEHICLE,0344 0358 0377 1307 1609,37,M,H,101,STREET,IC,Invest Cont,330,VERMONT                      AV,WASHINGTON                   BL,34.04,-118.2916,,,,,06037221602,0.001506068391538815
150906927,2015-03-02T00:00:00.000,2015-03-02T00:00:00.000,2045,09,Van Nuys,0935,2,623,BATTERY POLICE (SIMPLE),0400 0416 1212 1420,32,M,H,726,POLICE FACILITY,AA,Adult Arrest,623,6200    SYLMAR                       AV,,34.1827,-118.4465,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037128210,0.003876856716470453
140211594,2014-05-27T00:00:00.000,2014-05-27T00:00:00.000,1516,02,Rampart,0257,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0327,22,F,W,101,STREET,IC,Invest Cont,331,500 S  UNION                        AV,,34.0586,-118.2691,,,,,06037209105,0.0010158469372869182
180516374,2018-09-25T00:00:00.000,2018-09-25T00:00:00.000,1935,05,Harbor,0567,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0430 0371 1402 1407 1100 0906,29,M,B,103,ALLEY,IC,Invest Cont,230,2200    BARBOUR                      CT,,33.7242,-118.2869,102,HAND GUN,998,,06037297120,0.004480277223566498
161816276,2016-08-06T00:00:00.000,2016-08-03T00:00:00.000,0300,18,Southeast,1801,1,121,"RAPE, FORCIBLE",1501,27,F,B,101,STREET,IC,Invest Cont,121,9100 S  FIGUEROA                     ST,,33.9555,-118.2871,,,,,06037240302,0.0021215006481339975
191905556,2019-02-02T00:00:00.000,2019-02-02T00:00:00.000,0840,19,Mission,1918,2,624,BATTERY - SIMPLE ASSAULT,2028 0416,43,M,H,402,MARKET,IC,Invest Cont,624,13700    FOOTHILL                     BL,,34.3086,-118.4317,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037106407,0.005677589805537535
141427203,2014-10-28T00:00:00.000,2014-10-28T00:00:00.000,1100,14,Pacific,1413,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,17,M,W,101,STREET,IC,Invest Cont,440,CALIFORNIA,ABBOT KINNEY,33.9907,-118.466,,,,,06037273502,0.004518948992858009
130606619,2013-02-07T00:00:00.000,2013-01-26T00:00:00.000,0001,06,Hollywood,0643,2,354,THEFT OF IDENTITY,0100 1822 0930,47,F,W,203,OTHER BUSINESS,IC,Invest Cont,354,7200 W  SUNSET                       BL,,34.098,-118.3469,,,,,06037189906,0.001896431385523896
191316699,2019-08-13T00:00:00.000,2019-08-13T00:00:00.000,1630,13,Newton,1324,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,41,M,H,203,OTHER BUSINESS,IC,Invest Cont,341,1300 E  22ND                         ST,,34.0216,-118.2531,,,,,06037226420,0.0041345109747037215
150300774,2015-04-21T00:00:00.000,2015-04-21T00:00:00.000,1735,03,Southwest,0393,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1270 1407 1402 0906 1313 1414,29,M,B,101,STREET,IC,Invest Cont,230,4200    CRENSHAW                     BL,,34.0085,-118.3351,102,HAND GUN,,,06037234301,0.003868587597561752
160908179,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,1500,09,Van Nuys,0923,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,F,H,108,PARKING LOT,IC,Invest Cont,745,6700    VAN NUYS                     BL,,34.1903,-118.4574,,,,,06037127806,0.0022580420722322398
162117482,2016-10-10T00:00:00.000,2016-10-09T00:00:00.000,1900,21,Topanga,2175,1,487,BOAT - STOLEN,,0,,,101,STREET,IC,Invest Cont,487,22400    CALIFA                       ST,,34.177,-118.615,,,,,06037135113,0.006346003545531985
131423515,2013-09-25T00:00:00.000,2013-09-17T00:00:00.000,1300,14,Pacific,1412,2,624,BATTERY - SIMPLE ASSAULT,0416,34,M,W,710,OTHER PREMISE,IC,Invest Cont,624,WESTMINSTER,OCEAN FRONT                  WK,33.9885,-118.475,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037273403,0.003254984178149705
170909329,2017-04-14T00:00:00.000,2017-04-13T00:00:00.000,1440,09,Van Nuys,0964,1,310,BURGLARY,0344 1606,34,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,310,5100    WOODMAN                      AV,,34.1603,-118.4399,,,,,06037128704,0.004311076083758682
162113210,2016-07-16T00:00:00.000,2016-07-15T00:00:00.000,0030,21,Topanga,2115,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,33,F,H,108,PARKING LOT,IC,Invest Cont,331,8200    CANOGA                       AV,,34.2176,-118.6017,,,,,06037134305,0.0014969532390912027
190209988,2019-04-20T00:00:00.000,2019-04-20T00:00:00.000,0700,02,Rampart,0251,1,330,BURGLARY FROM VEHICLE,0344 1300 1302 1307 1609,33,M,B,101,STREET,IC,Invest Cont,330,600 S  RAMPART                      BL,,34.0624,-118.2813,,,,,06037208720,0.000953826504144057
141221313,2014-09-26T00:00:00.000,2014-09-25T00:00:00.000,2200,12,77th Street,1269,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,300 E  85TH                         ST,,33.961,-118.2695,,,,,06037239702,0.005244194695098182
192109184,2019-04-26T00:00:00.000,2019-04-25T00:00:00.000,2357,21,Topanga,2196,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0416 0444,47,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,4500    SAN BLAS                     AV,,34.1497,-118.5984,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037138000,0.003346507433134608
181012530,2018-07-02T00:00:00.000,2018-07-02T00:00:00.000,2340,10,West Valley,1011,2,886,DISTURBING THE PEACE,,48,F,O,101,STREET,AO,Adult Other,886,SHIRLEY                      AV,RUNNYMEDE,34.206,-118.5579,,,,,06037131701,0.0019181918569358685
170122818,2017-08-21T00:00:00.000,2017-08-21T00:00:00.000,1145,01,Central,0118,1,330,BURGLARY FROM VEHICLE,0344 2002,57,M,H,101,STREET,AA,Adult Arrest,330,1200 N  BROADWAY,,34.0688,-118.2333,,,,,06037206010,0.002106794959167851
190510137,2019-05-19T00:00:00.000,2019-05-19T00:00:00.000,2230,05,Harbor,0557,1,210,ROBBERY,0945 0325 0443 2024,0,X,X,203,OTHER BUSINESS,JA,Juv Arrest,210,100 N  GAFFEY                       ST,,33.7433,-118.2923,511,VERBAL THREAT,,,06037296600,0.003263310282516792
131500603,2013-02-15T00:00:00.000,2013-02-15T00:00:00.000,1835,15,N Hollywood,1591,1,310,BURGLARY,1402 0325 0104,0,M,O,406,OTHER STORE,AA,Adult Arrest,310,12500    VENTURA                      BL,,34.1427,-118.4052,,,998,,06037143500,0.0059216933389048525
171418546,2017-08-14T00:00:00.000,2017-08-13T00:00:00.000,2030,14,Pacific,1467,1,330,BURGLARY FROM VEHICLE,0329 0344 1307 1609,27,M,H,108,PARKING LOT,IC,Invest Cont,330,6000    CENTER                       DR,,33.9759,-118.3897,,,,,06037276000,0.006859388456710224
181221400,2018-08-26T00:00:00.000,2018-08-26T00:00:00.000,1130,12,77th Street,1218,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 1243 0444 0417 0443 0447 1402,58,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236,5500 S  FIGUEROA                     ST,,33.9923,-118.287,205,KITCHEN KNIFE,,,06037232701,0.0023178494342755256
171608729,2017-04-26T00:00:00.000,2017-04-25T00:00:00.000,1745,16,Foothill,1698,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0603 0408 0913 0444 0429,38,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,AA,Adult Arrest,230,10300    STRATHERN                    ST,,34.2152,-118.3559,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037122200,0.003164879934523951
180721864,2018-12-27T00:00:00.000,2018-12-27T00:00:00.000,1430,07,Wilshire,0733,1,330,BURGLARY FROM VEHICLE,1307 1300 0344,38,F,O,102,SIDEWALK,IC,Invest Cont,330,6TH                          ST,CURSON,34.0649,-118.3546,,,,,06037214503,0.002106788314001863
131813667,2013-07-28T00:00:00.000,2013-07-27T00:00:00.000,2300,18,Southeast,1841,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1402,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,700 W  107TH                        ST,,33.9391,-118.2869,107,OTHER FIREARM,,,06037241201,0.0015503293198563944
132117680,2013-10-31T00:00:00.000,2013-10-31T00:00:00.000,0800,21,Topanga,2134,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,H,101,STREET,IC,Invest Cont,740,7000    GLADE                        AV,,34.2079,-118.6081,,,,,06037134306,0.006380043024923665
131716680,2013-10-02T00:00:00.000,2013-10-02T00:00:00.000,2100,17,Devonshire,1721,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 2002,54,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,21600    LOS ALIMOS                   ST,,34.2652,-118.6005,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037113212,0.004429195186487452
